인증번호,모델명,제품명,브랜드명,사업자구분,법정제품분류,리콜종류,리콜사업자명,제조국가명,제조사명,제조사국가명,리콜방법,위해유형,안전성조사명,등록일
CB061R4870-9004,쇼핑카트,완구,뽀롱뽀롱뽀로로,수입,어린이>완구,명령에따른리콜,(주)주영이앤씨,국외>아시아지역>중국,(주)주영이앤씨,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
CA011R004-6027,[스윔비]베이비목튜브(블루),어린이용물놀이기구,스윔비,수입,어린이>어린이용물놀이기구,명령에따른리콜,베이비토마토(폐업)베베랑(판매자),국외>아시아지역>중국,베이비토마토,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
,스포디노아동레인부츠,아동용섬유제품,스포디노,수입,어린이>아동용섬유제품,명령에따른리콜,(주)이투컴,국외>아시아지역>중국,(주)이투컴,대한민국,교환수거,유해물질,3,2020-06-25
,스토아동리본젤리슈즈,아동용섬유제품,,수입,어린이>아동용섬유제품,명령에따른리콜,에스투이인터내셔널,국외>아시아지역>중국,에스투이인터내셔널,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
,하이탑아쿠아슈즈,아동용섬유제품,BAY-B,수입,어린이>아동용섬유제품,명령에따른리콜,구디스,국외>아시아지역>중국,구디스,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
,라인프렌즈코니아동장화,아동용섬유제품,라인프렌즈,수입,어린이>아동용섬유제품,명령에따른리콜,(주)성창에프앤지,국외>아시아지역>중국,(주)성창에프앤지,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
,FLOTTA20플로타20-KGD7608,아동용섬유제품,네파키즈,수입,어린이>아동용섬유제품,명령에따른리콜,익스트림제이제이,국외>아시아지역>중국,익스트림제이제이,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-25
,3SM01258-001,아동용섬유제품,휠라,수입,어린이>아동용섬유제품,명령에따른리콜,휠라코리아주식회사,국외>아시아지역>중국,田市大金鞋有限公司/PUTIANDAJINFOOTWEARCO.LTD,국외>아시아지역>중국,교환수거,유해물질,3,2020-06-25
,오즈키즈타다남아여아공용샌들,어린이용가죽제품,오즈키즈,수입,어린이>어린이용가죽제품,명령에따른리콜,㈜오픈한,미상>미상>미상,㈜오픈한,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,교통안전놀이세트,기타어린이제품,,수입,기타어린이제품>,명령에따른리콜,월드토이,국외>아시아지역>중국,월드토이,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,남여공용블루독윈드브레이커아동우비점퍼(2037511004),아동용섬유제품,블루독,수입,어린이>아동용섬유제품,명령에따른리콜,(주)아이블에프앤씨,국외>아시아지역>베트남,(주)아이블에프앤씨,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,리나리본레인코트(11E90090208),아동용섬유제품,미키하우스,수입,어린이>아동용섬유제품,명령에따른리콜,지일무역(주),국외>아시아지역>중국,지일무역(주),국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,가방위로입을수있는레인코트(E9SP809),아동용섬유제품,무인양품,수입,어린이>아동용섬유제품,명령에따른리콜,무인양품(주),국외>아시아지역>중국,XIAMENYOENGLONGCLOTHINGINDUSDTRIALCO.LTD,국외>아시아지역>중국,교환수거,질식,3,2020-06-26
CB015R0468-7001,11G928803-08리나리본우산,어린이용우산및양산,미키하우스,수입,어린이>어린이용우산및양산,명령에따른리콜,지일무역(주),국외>아시아지역>중국,지일무역(주),국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,퍼피독우산,어린이용우산및양산,캔디베이비,제조,어린이>어린이용우산및양산,명령에따른리콜,(주)디보트,국내>아시아지역>대한민국,(주)디보트,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,동물모양입체어린이우산(1020634),어린이용우산및양산,,수입,어린이>어린이용우산및양산,명령에따른리콜,(주)아성에이치엠피,국외>아시아지역>중국,QUANZHOUYUXIANGBANUMBRELLATECHNOLOGYCO.LTD,국외>아시아지역>중국,교환수거,유해물질,3,2020-06-26
,로라앨리피치우산(MA0883),어린이용우산및양산,모모프렌즈,수입,어린이>어린이용우산및양산,명령에따른리콜,(주)윙하우스,국외>아시아지역>중국,(주)윙하우스,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
CB064R1686-8001,R/C슈퍼몬스터실버,완구,,수입,어린이>완구,명령에따른리콜,㈜인터토이,국외>아시아지역>중국,㈜인터토이,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,AMS121,아동용섬유제품,ab,수입,어린이>아동용섬유제품,명령에따른리콜,시우스포츠,미상>미상>미상,베스트어페럴,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
,AUB2SK01BU,아동용섬유제품,블루테일,제조,어린이>아동용섬유제품,명령에따른리콜,(주)이현어패럴,국내>아시아지역>대한민국,(주)이현어패럴,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
,주니어스트라이프블라우스(T02KCB010AA),아동용섬유제품,티파니,수입,어린이>아동용섬유제품,명령에따른리콜,(주)퍼스트어패럴,국외>아시아지역>중국,(주)퍼스트어패럴,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
,BBSH9503K,아동용섬유제품,바비,제조,어린이>아동용섬유제품,명령에따른리콜,㈜제이플러스교역,국내>아시아지역>대한민국,㈜제이플러스교역,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
,RJ911B304-01소다오버롤즈,아동용섬유제품,로아앤제인,수입,어린이>아동용섬유제품,명령에따른리콜,㈜알제이디,국외>아시아지역>중국,㈜알제이디,국내>아시아지역>대한민국,교환수거,질식,3,2020-06-26
,KL2PTU892,아동용섬유제품,JEEP,수입,어린이>아동용섬유제품,명령에따른리콜,㈜제이엔지코리아,국외>아시아지역>베트남,남일흥업,국내>아시아지역>대한민국,교환수거,질식,3,2020-06-26
,KL2DPU753,아동용섬유제품,JEEP,수입,어린이>아동용섬유제품,명령에따른리콜,㈜제이엔지코리아,국외>아시아지역>중국,호치키스,국내>아시아지역>대한민국,교환수거,질식,3,2020-06-26
,KL1DPU731,아동용섬유제품,JEEP,수입,어린이>아동용섬유제품,명령에따른리콜,㈜제이엔지코리아,국외>아시아지역>중국,대신섬유,국외>아시아지역>중국,교환수거,질식,3,2020-06-26
,KL2SHU104,아동용섬유제품,JEEP,수입,어린이>아동용섬유제품,명령에따른리콜,㈜제이엔지코리아,국외>아시아지역>중국,(주)자오프로젝트,국내>아시아지역>대한민국,교환수거,질식,3,2020-06-26
,MYLITTLEHELPER,어린이용우산및양산,펄튼,수입,어린이>어린이용우산및양산,명령에따른리콜,(주)펄튼코리아,미상>미상>미상,(주)펄튼코리아,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
CB015C0034-7001,이지베이비순면사계절60수고밀도북유럽풍낮잠이불세트일반베개솜(도트화이트),유아용섬유제품,,제조,어린이>유아용섬유제품,명령에따른리콜,(주)이지앤,국내>아시아지역>대한민국,(주)이지앤,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-26
JU071597-19001A,IT-3400N,교류전원을사용하는전격살충기,데니즈,수입,전기기기>교류전원을사용하는전격살충기>전격살충기,명령에따른리콜,나노전자,국외>아시아지역>중국,나노전자,국내>아시아지역>대한민국,교환수거,감전,3,2020-06-26
HH071129-11005B,HG-1310W,주방용전열기구,하이벨,제조,전기기기>주방용전열기구>전기휴대형그릴,명령에따른리콜,(주)하이벨,국내>아시아지역>대한민국,(주)하이벨,국내>아시아지역>대한민국,교환수거,화재및화상,3,2020-06-26
JH04105-13004,GC-5061,전기설비용부속품및연결부품,서광,제조,전기설비용부속품및연결부품>전기설비용부속품및연결부품>플러그및콘센트,명령에따른리콜,서광산업,국내>아시아지역>대한민국,서광산업,국내>아시아지역>대한민국,교환수거,화재및화상,3,2020-06-26
A071R018-19001,KS-ADT1904(투명보트),물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,케이에스몰,국외>아시아지역>중국,케이에스몰,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
A071R005-18009,피요르드아이스크림튜브120cm,물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,(주)플레이위즈,국외>아시아지역>중국,(주)플레이위즈,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
A071R023-19001,RAINBOWFLOAT,물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,코지트리,국외>아시아지역>중국,코지트리,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
A071R023-18001,PINEAPPLEFLOAT,물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,코지트리,국외>아시아지역>중국,코지트리,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-26
A073R5002-19016,체리튜브(DRCCHERRYTUBE),물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,(주)두로카리스마,국외>아시아지역>중국,SHANGHAICHUNHANPLASTICPRODUCTSCO.LTD.,국외>아시아지역>중국,교환수거,제조불량,3,2020-06-29
A071R003-17001,18POCKETAIRMATTRESS,물놀이기구,,수입,생활용품>물놀이기구>공기주입물놀이기구,명령에따른리콜,JS무역,국외>아시아지역>중국,BALLOONPLASTICPRODUCTSCO.LTD,국외>아시아지역>중국,교환수거,제조불량,3,2020-06-29
,과일슬리퍼(파인애플),아동용섬유제품,파프개,수입,어린이>아동용섬유제품,명령에따른리콜,파프개,국외>아시아지역>중국,파프개,국내>아시아지역>대한민국,교환수거,유해물질,3,2020-06-29
,해바라기꽃가죽샌들유아보행기화,어린이용가죽제품,,수입,어린이>어린이용가죽제품,명령에따른리콜,엠케이,국외>아시아지역>중국,엠케이,국내>아시아지역>대한민국,교환수거,제조불량,3,2020-06-29
,(1)KBC35/JMCUSA90(2)KBB60/JHMUSA5(이후KBB60X/JHMUSA5X로이름변경)(3)예비부품(315083140303061005500032498611010),코어드릴및예비부품,C.&E.FeinGmbH(“FEIN”)Slugger/SluggerbyFEIN,수입,전동공구>교류전원을사용하는전동공구>전기드릴,자발적리콜,주식회사정산,국외>미주지역>미국,C.&E.FeinGmbH,국외>유럽지역>독일,수거환불제조유통금지,유해물질,자발적리콜,2020-06-04
,,NH100JRBLUE,QUECHUA,수입,어린이>아동용섬유제품,자발적리콜,(주)데카트론코리아,국외>아시아지역>중국,(주)데카트론코리아,국내>아시아지역>대한민국,수거환불파기제조유통금지,유해물질,자발적리콜,2020-06-26
,토끼꽃유아귀찌귀걸이(19EP918003TUN1663),어린이용장신구,쇼유키즈,제조,어린이>어린이용장신구,명령에따른리콜,피노키오,국내>아시아지역>대한민국,피노키오,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
,P065685280(B19827미니마우스BG),어린이용장신구,베이비블리,제조,어린이>어린이용장신구,명령에따른리콜,베이비블리,국내>아시아지역>대한민국,맘스올베이비(택-베이비블리),국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
,미니하얀토끼어린이귀걸이귀찌(P070284386),어린이용장신구,행도씨,수입,어린이>어린이용장신구,명령에따른리콜,행도씨,미상>미상>미상,행도씨,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
CB064R962-7001,FHA1103FARMHOPPER-BLUECOW,완구,팜호퍼스,수입,어린이>완구,명령에따른리콜,㈜오브맘코리아컴퍼니,국외>아시아지역>중국,YOMEEINDUSTRY&TRADECO.LIMITED,국외>아시아지역>중국,교환수거,유해물질,2,2020-04-29
CB064R1182-9015,마이핑크그랜드피아노,완구,,수입,어린이>완구,명령에따른리콜,㈜동명,국외>아시아지역>중국,㈜동명,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
,롤링스타아동용롤러스케이트HONDAR화이트스톰,어린이용롤러스케이트,롤링스타,수입,어린이>어린이용롤러스케이트,명령에따른리콜,롤링스타,국외>아시아지역>중국,롤링스타,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
,롤리팝스타LED바퀴운동화(BC1JRB2714GOL),어린이용바퀴달린운동화,베쏭쥬쥬,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,㈜베쏭쥬쥬,국외>아시아지역>중국,㈜베쏭쥬쥬,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
,4733A41LED바퀴운동화,어린이용바퀴달린운동화,베베마루,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,베베마루,국외>아시아지역>중국,베베마루,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
CB041R013-8002,오즈보즈어린이초보스케이트보드28인치,어린이용스케이트보드,,수입,어린이>어린이용스케이트보드,명령에따른리콜,JOGKOREA,국외>아시아지역>중국,UTSSPORTCO.LTD,국외>아시아지역>중국,교환수거,유해물질,2,2020-04-29
,DL-093,어린이용인라인롤러스케이트,FOXRUNSTAR,수입,어린이>어린이용인라인롤러스케이트,명령에따른리콜,주식회사킹카스포츠,국외>아시아지역>중국,주식회사킹카스포츠,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-04-29
