인증번호,모델명,제품명,브랜드명,사업자구분,법정제품분류,리콜종류,리콜사업자명,제조국가명,제조사명,제조사국가명,리콜방법,위해유형,안전성조사명,등록일
,ISC20,안정기및램프제어장치,,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),명령에따른리콜,다이조아,국외>아시아지역>중국,확인불가,국내>아시아지역>대한민국,교환수거,감전,2,2020-04-29
,SO222024,안정기및램프제어장치,,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),명령에따른리콜,㈜루체테,국내>아시아지역>대한민국,삼오전자,국내>아시아지역>대한민국,교환수거,감전,2,2020-04-29
B671R012-19001,욕실미끄럼방지매트,실내용바닥재,,수입,건축>실내용바닥재>PVC바닥재-비닐장판-비온돌용,명령에따른리콜,제이킨,국외>아시아지역>중국,제이킨,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-05-04
B671R012-19001,욕실미끄럼방지매트,실내용바닥재,,수입,건축>실내용바닥재>실내용바닥재,명령에따른리콜,제이킨,국외>아시아지역>중국,제이킨,국내>아시아지역>대한민국,교환수거,유해물질,2,2020-05-04
JU11326-16003A,QK-LED8W,안정기및램프제어장치,,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),명령에따른리콜,라루체,국외>아시아지역>중국,라루체,국내>아시아지역>대한민국,교환수거,감전,2,2020-05-04
,FRC-PS350-12-NWP,안정기및램프제어장치,씨티오,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),명령에따른리콜,씨티오,국외>아시아지역>중국,ShenzhenUnitedTestingTechnologyCo.Ltd,국외>아시아지역>중국,교환수거,감전,2,2020-05-04
JU10106-17001A,GY-240500K,직류전원장치,씨티요,수입,정보통신사무기기>직류전원장치>직류전원장치,명령에따른리콜,씨티오,국외>아시아지역>중국,GuangdongGuangyangElecCo.Ltd,국외>아시아지역>중국,교환수거,감전,2,2020-05-04
JU11239-16003,WH-RGD-15W(2700K),일반조명기구,,수입,조명기기>일반조명기구>LED등기구,명령에따른리콜,(주)성은테크,국외>아시아지역>중국,㈜성은TECH,국내>아시아지역>대한민국,교환수거,감전,2,2020-05-04
,EO8000EO/DBREO8000EO/WHEO8000J/DGrayEO8000J/PWHEO9000P/WIIK5N/CHNocheIK7BO/GreenIK7BO/WhiteIK9IN/WhiteIK9IN/NocheIK7UR/BordoIK9IN/Bordo,가구(씽크대),한샘유로/IK,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛제외)>씽크대,자발적리콜,(주)한샘,국내>아시아지역>대한민국,(주)한샘,국내>아시아지역>대한민국,교환수리,제조불량,자발적리콜,2020-04-28
CB061S010-7004,쇼핑카트,미니쇼핑카트,스텝2,수입,어린이>쇼핑카트부속품,자발적리콜,구니카주식회사,국외>미주지역>미국,구니카주식회사,국내>아시아지역>대한민국,교환제조유통금지,제조불량,자발적리콜,2020-05-07
비대상,자연지기어린이(학생)용입체형마스크,방한대(아동용섬유제품),자연지기,제조,어린이>아동용섬유제품,명령에따른리콜,㈜더로프,국내>아시아지역>대한민국,㈜더로프,국내>아시아지역>대한민국,교환수거,유해물질,면마스크,2020-03-25
비대상,위드유데일리오가닉마스크,방한대(아동용섬유제품),위드유,제조,어린이>아동용섬유제품,명령에따른리콜,아올로,국내>아시아지역>대한민국,아올로,국내>아시아지역>대한민국,교환수거,유해물질,면마스크,2020-03-25
A171R032-2002,StokkeiZIGoX1byBesafe,StokkeiZIGoX1byBesafe,스토케코리아,수입,어린이>자동차용어린이보호장치,자발적리콜,스토케코리아유한회사,국외>아시아지역>중국,스토케코리아유한회사,국내>아시아지역>대한민국,교환,기타,자발적리콜,2020-03-27
비대상,KTB-SA01P00,아동용섬유제품(가방류),헬로키티,수입,어린이>아동용섬유제품,명령에따른리콜,거화아이엔씨(주),국외>아시아지역>중국,거화아이엔씨(주),국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,아동백팩-S,아동용섬유제품(가방류),베쏭쥬쥬,수입,어린이>아동용섬유제품,명령에따른리콜,㈜베쏭쥬쥬,국외>아시아지역>중국,㈜베쏭쥬쥬,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,키몬스쿨백,아동용섬유제품(가방류),블레싱포유,제조,어린이>아동용섬유제품,명령에따른리콜,블레싱포유(주),국내>아시아지역>대한민국,블레싱포유(주),국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,SJG-PL128,아동용섬유제품(가방류),시크릿쥬쥬,수입,어린이>아동용섬유제품,명령에따른리콜,(주)피앤디,국외>아시아지역>중국,(주)피앤디,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,SOBP-213NG,아동용섬유제품(가방류),조이락,수입,어린이>아동용섬유제품,명령에따른리콜,(주)에스에스플래닛,국외>아시아지역>중국,(주)에스에스플래닛,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,PG-501,아동용섬유제품(가방류),포커스글로벌,수입,어린이>아동용섬유제품,명령에따른리콜,㈜포커스글로벌,국외>아시아지역>중국,㈜포커스글로벌,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,Q01DG2091-G6-F,아동용섬유제품(가방류),프렌치캣,제조,어린이>아동용섬유제품,명령에따른리콜,(주)유니프린,국내>아시아지역>대한민국,(주)유니프린,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,VC20AL01ST_PK,아동용섬유제품(가방류),보니앤코,제조,어린이>아동용섬유제품,명령에따른리콜,보니앤코,국내>아시아지역>대한민국,보니앤코,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,밸런스트렌디(001),아동용섬유제품(가방류),,수입,어린이>아동용섬유제품,명령에따른리콜,(주)쁘띠엘린,국외>아시아지역>중국,BagDesignco.ltd,국외>아시아지역>중국,교환수거,유해물질,1차,2020-02-19
비대상,V19B17-GY-F,아동용섬유제품(가방류),HOPPINGBAG,제조,어린이>아동용섬유제품,명령에따른리콜,VICFCo.Ltd.,국내>아시아지역>대한민국,(주)빅프,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,W180B-9201A-19,아동용섬유제품(가방류),,수입,어린이>아동용섬유제품,명령에따른리콜,J.C물산,국외>아시아지역>중국,(주)제이씨물산,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,EVA로얄만능화,아동용섬유제품(신발류),로얄,수입,어린이>아동용섬유제품,명령에따른리콜,케이티무역(주),국외>아시아지역>중국,케이티무역(주),국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,11-88코코만능화,아동용섬유제품(신발류),,수입,어린이>아동용섬유제품,명령에따른리콜,호호코리아,국외>아시아지역>중국,호호코리아,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,피터젠슨EVA키즈실내화BLUES(180),아동용섬유제품(신발류),,수입,어린이>아동용섬유제품,명령에따른리콜,주식회사파스텔세상,국외>아시아지역>중국,(주)로마네,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,BBKCA1TSAM11PNK,아동용섬유제품(신발류),토박스(베이비브레스),제조,어린이>아동용섬유제품,명령에따른리콜,메이드파파,국내>아시아지역>대한민국,메이드파파,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,JOYRIBBONSNEAKERS,아동용섬유제품(신발류),,수입,어린이>아동용섬유제품,명령에따른리콜,에스투이인터내셔널,국외>아시아지역>중국,에스투이인터내셔널,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB111K003-5001,실버스타실로폰,학용품(악기류),,제조,어린이>학용품,명령에따른리콜,명창악기,국내>아시아지역>대한민국,,,교환수거,유해물질,1차,2020-02-19
CB111H016-5005,영아트실로폰남아용,학용품(악기류),,제조,어린이>학용품,명령에따른리콜,㈜엘리스뮤직,국내>아시아지역>대한민국,(주)엘리스뮤직,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB111J001-6005,교재용실로폰25K,학용품(악기류),,제조,어린이>학용품,명령에따른리콜,인효교재악기(주),국내>아시아지역>대한민국,인효교재악기(주),국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB113R333-9001,BT21투웨이지퍼필통,학용품(필통),,수입,어린이>학용품,명령에따른리콜,㈜스튜디오8,국외>아시아지역>중국,더일레븐(제조국:중국chunsongcollection),국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB115R0133-9001,피너츠형압봉제필통,학용품(필통),피너츠,수입,어린이>학용품,명령에따른리콜,㈜예현,국외>아시아지역>중국,(주)예현,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB115R0011-7001,세사미스트리트PU필통(1021493),학용품(필통),,수입,어린이>학용품,명령에따른리콜,(주)진우코리아,국외>아시아지역>중국,CFIE,국외>아시아지역>중국,교환수거,유해물질,1차,2020-02-19
비대상,몰랑점핑줄넘기,기타어린이제품(줄넘기),몰랑,수입,기타어린이제품>,명령에따른리콜,POPCORNF&T,국외>아시아지역>중국,팝콘F&T,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,FSNWCOJ911M,아동용섬유제품(중의류),,수입,어린이>아동용섬유제품,명령에따른리콜,㈜리틀스텔라,국외>아시아지역>중국,(주)아이리스지유,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
비대상,Q95DAP120BK레자9부PT,어린이용가죽제품(중의류),,수입,어린이>어린이용가죽제품,명령에따른리콜,(주)퍼스트어패럴,국외>아시아지역>중국,(주)퍼스트어패럴,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB014R898-8001,Y070BCAF007,유아용섬유제품(외의류),,수입,어린이>유아용섬유제품,명령에따른리콜,베베니즈,국외>아시아지역>중국,베베니즈,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB115R0075-8001,유치원생일선물용12색도장싸인펜,학용품(마킹펜류),,수입,어린이>학용품,명령에따른리콜,주영상사,국외>아시아지역>중국,주영상사,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB111R313-7003A,쥬크박스퍼펙트문구세트(연필),학용품(연필류),,수입,어린이>학용품,명령에따른리콜,주식회사대성상사,국외>아시아지역>중국,대성상사,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
CB113R237-9016,미소로지퍼케이스문구세트(연필),학용품(연필류),,수입,어린이>학용품,명령에따른리콜,노바무역,국외>아시아지역>중국,노바무역,국내>아시아지역>대한민국,교환수거,유해물질,1차,2020-02-19
B321R013-17005A,XTRACKTHUNDER,전동킥보드,XTRACK,수입,생활용품>스키용구>스키(알파인용)-그룹2(1400mm이상1700mm미만),명령에따른리콜,(주)에이유테크,국외>아시아지역>중국,(주)에이유테크,국내>아시아지역>대한민국,교환수거,제조불량,1차,2020-02-19
B321R013-17005A,XTRACKTHUNDER,전동킥보드,XTRACK,수입,생활용품>전동보드>전동킥보드,명령에따른리콜,(주)에이유테크,국외>아시아지역>중국,(주)에이유테크,국내>아시아지역>대한민국,교환수거,제조불량,1차,2020-02-19
B466R037-2001,LP380,휴대용레이저용품,,수입,생활용품>승차용안전모>승차용안전모,명령에따른리콜,(주)라이트닝굿,국외>아시아지역>중국,(주)라이트닝굿,국내>아시아지역>대한민국,교환수거,기타,1차,2020-02-19
B466R037-2001,LP380,휴대용레이저용품,,수입,생활용품>휴대용레이저용품>휴대용레이저용품,명령에따른리콜,(주)라이트닝굿,국외>아시아지역>중국,(주)라이트닝굿,국내>아시아지역>대한민국,교환수거,기타,1차,2020-02-19
B321R049-18001,FREEGOFQ,전동킥보드,FreegoDirect,수입,생활용품>스키용구>스키(알파인용)-그룹2(1400mm이상1700mm미만),명령에따른리콜,(주)이지케이,국외>아시아지역>중국,(주)이지케이,국내>아시아지역>대한민국,교환수거,기타,1차,2020-02-19
B321R049-18001,FREEGOFQ,전동킥보드,FreegoDirect,수입,생활용품>전동보드>전동킥보드,명령에따른리콜,(주)이지케이,국외>아시아지역>중국,(주)이지케이,국내>아시아지역>대한민국,교환수거,기타,1차,2020-02-19
HU10104-8212A,EADP-16CBG,ACAdapter,Epson,판매,정보통신사무기기>직류전원장치>직류전원장치,자발적리콜,한국엡손(주),국외>아시아지역>중국,SeikoEpsonCorp,국외>아시아지역>일본,교환,제조불량,자발적리콜,2020-02-18
B241R085-6002,YD-0135,롤러스포츠보호장구,,수입,생활용품>롤러스포츠보호장구>롤러스포츠보호장구,명령에따른리콜,레보스타,국외>아시아지역>중국,YUANDAHKSPORTSEQUIPMENTCO.LTD,국외>아시아지역>중국,교환수거,열상,사각지대(1차에포함),2020-02-07
B241R010-18001,LIFEOFGRACE,롤러스포츠보호장구,,수입,생활용품>롤러스포츠보호장구>롤러스포츠보호장구,명령에따른리콜,(주)지티지엔터프라이즈,국외>아시아지역>중국,(주)지티지엔터프라이즈,국내>아시아지역>대한민국,교환수거,열상,사각지대(4차에포함),2020-02-10
HH071508-14007,HG-A301HG-A302HG-B303HG-B304,전기요,,제조,전기기기>전기담요및매트전기침대>전기요,명령에따른리콜,(주)대호플러스,국내>아시아지역>대한민국,대호플러스,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
HH071687-15002,DB-1505S,전기요,,제조,전기기기>전기담요및매트전기침대>전기요,명령에따른리콜,동부이지텍,국내>아시아지역>대한민국,동부이지텍,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
HH071179-13014B,KLB-300,전기매트,,제조,전기기기>전기담요및매트전기침대>전기매트,명령에따른리콜,대상의료기,국내>아시아지역>대한민국,대상의료기,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
HC07149-15005,CS-1800(HI-2001),전기장판,,제조,전기기기>전기담요및매트전기침대>전기장판,명령에따른리콜,㈜한일,국내>아시아지역>대한민국,㈜한일,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
HD07224-19018,DE-01,전기찜질기,,제조,전기기기>교류전원을사용하는전기찜질기발보온기>전기찜질기,명령에따른리콜,㈜프로텍메디칼,국내>아시아지역>대한민국,㈜프로텍메디칼,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
HH071450-18007A,WT-27,전기매트,,제조,전기기기>전기담요및매트전기침대>전기매트,명령에따른리콜,(주)원테크,국내>아시아지역>대한민국,(주)원테크,국내>아시아지역>대한민국,교환수거,화재및화상,19년4차추가,2020-02-04
CB064R362-8001,벤틀리슈퍼스포츠,완구(승용완구),,수입,어린이>완구,명령에따른리콜,태성상사,국외>아시아지역>중국,태성상사,국내>아시아지역>대한민국,교환수거,유해물질,19년4차추가,2020-02-05
CB063R2919-8001,몬스터토이즈bmwz4유아전동차아기자동차,완구(승용완구),,수입,어린이>완구,명령에따른리콜,수생토이즈,국외>아시아지역>중국,수생토이즈,국내>아시아지역>대한민국,교환수거,유해물질,19년4차추가,2020-02-05
B401W033-2003A,C13XRIC,CAADX,cannondale,수입,생활용품>이륜자전거>일반용자전거,자발적리콜,(주)산바다스포츠,국외>그밖의지역>대만,FRITZJOU,국외>그밖의지역>대만,교환,제조불량,자발적리콜,2020-02-07
B401W033-2003A,C13XRIC,CAADX,cannondale,수입,생활용품>스키용구>스키(알파인용),자발적리콜,(주)산바다스포츠,국외>그밖의지역>대만,FRITZJOU,국외>그밖의지역>대만,교환,제조불량,자발적리콜,2020-02-07
B671C001-19002,꿀벌욕실매트,실내용바닥재,루젠,제조,건축>실내용바닥재>기타,명령에따른리콜,(주)루젠,국내>아시아지역>대한민국,(주)루젠,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-12
B671R017-19001,MP-03,실내용바닥재,,수입,건축>실내용바닥재>기타,명령에따른리콜,모르포,국외>아시아지역>중국,JinYunOuslifeCookingCo.Itd。,국외>아시아지역>중국,교환수거,유해물질,4차,2019-12-12
,디망쉬5단서랍장600,가구[높이762mm이상가정용서랍장],퀸스갤러리,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),명령에따른리콜,파란들,국내>아시아지역>대한민국,주식회사퀸스갤러리,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-12
,SHOLID5문서랍장,가구(762mm이상가정용서랍장),마켓비,수입,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),명령에따른리콜,(주)마켓비,국외>아시아지역>베트남,(주)마켓비,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-12
HU10771-16003A,CGR3100UA,직류전원장치,,수입,정보통신사무기기>직류전원장치>직류전원장치,명령에따른리콜,쓰리제이알,국외>아시아지역>중국,(주)코시,국내>아시아지역>대한민국,교환수거,화재및화상,4차,2019-12-12
,컬러소일워터비즈,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,로로샵,국외>아시아지역>중국,,,교환수거,기타,4차,2019-12-13
,워터비즈수정토개구리알촉감놀이,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,리드원코스메틱주식회사,국외>아시아지역>중국,리드원코스메틱주식회사,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-13
,,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,올품스토어,국외>아시아지역>중국,큰숲,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-13
,,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,놀이과학사,국외>아시아지역>중국,놀이과학사,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-13
B671R009-19001,CN조립식욕실매트,실내용바닥재,,수입,건축>실내용바닥재>기타,명령에따른리콜,(주)포스아트,국외>아시아지역>중국,(주)포스아트,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-14
비대상,BBKBJ4TSCA11,신발(어린이용가죽제품),Baby'sBreath,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,토박스코리아,국외>아시아지역>중국,토박스코리아,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
비대상,BPF21UR17N,신발(아동용섬유제품),,수입,아동용섬유제품>외의류>신발,명령에따른리콜,주식회사파스텔세상,국외>아시아지역>인도,주식회사파스텔세상,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
비대상,A197B-0511A(16),외의류(아동용섬유제품),에어워크주니어,수입,아동용섬유제품>외의류>점퍼,명령에따른리콜,(주)제이씨물산,국외>아시아지역>베트남,(주)제이씨물산,국내>아시아지역>대한민국,교환수거,질식,4차,2019-12-11
,71DJ54961,외의류(아동용섬유제품),MLB키즈,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,㈜신아인터네셔날,국외>아시아지역>베트남,㈜신아인터네셔날,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CB017A045-7001,뽀드미엘웨지스퀘어백팩,가방류(유아용섬유제품),,제조,유아용섬유제품>가방류>가방,명령에따른리콜,㈜승지엠,국내>아시아지역>대한민국,㈜승지엠,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,KD루카,신발(어린이용가죽제품),,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,앙뜨제이,국외>아시아지역>중국,앙뜨제이,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,600.723.497,가방(어린이용가죽제품),,수입,어린이>어린이용우산및양산,명령에따른리콜,도트엔도트,국외>미주지역>브라질,도트엔도트,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,JHTCHB9AS355BL980,가방(어린이용가죽제품),J.ESTINA,수입,어린이>어린이용우산및양산,명령에따른리콜,㈜제이에스티나,국외>아시아지역>중국,㈜제이에스티나,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,pino2crosshotpink,가방(어린이용가죽제품),,수입,어린이>어린이용우산및양산,명령에따른리콜,미지코퍼레이션㈜,국외>아시아지역>중국,미지코퍼레이션㈜,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,네이쳐키즈의자,의자(어린이용가구),,수입,어린이용가구>의자,명령에따른리콜,하이솔로몬㈜,국외>아시아지역>중국,하이솔로몬㈜,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,29D7511455,외의류(아동용섬유제품),BLUEDOG,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,㈜경북,국외>아시아지역>중국,경북실업,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,HPW13JN65MPK,외의류(아동용섬유제품),HAZZYS,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,주식회사파스텔세상,국외>아시아지역>베트남,주식회사파스텔세상,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CA031R046-8002,LB373,자동차용어린이보호장치,AVALON,수입,자동차용어린이보호장치>부스터좌석,명령에따른리콜,㈜에이비씨프로덕트,국외>아시아지역>중국,㈜에이비씨프로덕트,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CB063R117-6001,CRONGTOOTHBRUSHPLAYSET,역할놀이(완구),,수입,완구>역할놀이완구>기타,명령에따른리콜,(주)아이코닉스,국외>아시아지역>중국,(주)아이코닉스,국내>아시아지역>대한민국,교환수거,제조불량,4차,2019-12-11
CB052R002-7001,GT시리즈원목이층침대,어린이용이단침대,,수입,아동용이단침대>아동용이단침대,명령에따른리콜,(주)가구타운,국외>아시아지역>베트남,MINHHUYPROCESSINGWOODLTDCOMPANY,국외>아시아지역>베트남,교환수거,낙상,4차,2019-12-11
CB052R003-8001,EB_18062201B,어린이용이단침대,,수입,아동용이단침대>아동용이단침대,명령에따른리콜,(주)에보니아,국외>아시아지역>중국,(주)에보니아,국내>아시아지역>대한민국,교환수거,낙상,4차,2019-12-11
,가정용사무용의자,의자(어린이용가구),,판매,어린이용가구>의자,명령에따른리콜,㈜디에스피,국내>아시아지역>대한민국,㈜디에스피,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,로고스토리마블스파이더맨학생컴퓨터의자,의자(어린이용가구),,판매,어린이용가구>의자,명령에따른리콜,㈜디에스피,국내>아시아지역>대한민국,㈜디에스피,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CB015R0931-8002,에리카다운JP,외의류(유아용섬유제품),에뜨와,수입,유아용섬유제품>외의류>다운의류,명령에따른리콜,아가방앤컴퍼니,국외>아시아지역>중국,(주)아가방앤컴퍼니,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,FK2DJB4202X3,외의류(아동용섬유제품),휠라키즈,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,휠라코리아㈜,국외>아시아지역>베트남,해운어패럴,국내>아시아지역>대한민국,교환수거,질식,4차,2019-12-11
,Q95DG9021,외의류(아동용섬유제품),프렌치캣,제조,아동용섬유제품>외의류>기타,명령에따른리콜,(주)퍼스트어패럴,국내>아시아지역>대한민국,(주)퍼스트어패럴,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,bk투미다운자켓,외의류(아동용섬유제품),블랙야크키즈,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,블랙야크,국외>아시아지역>베트남,(주)엠에스디엔엠,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,bk피르다운자켓,외의류(아동용섬유제품),블랙야크키즈,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,블랙야크,국외>아시아지역>베트남,(주)아이보리,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,아이러브유SpaghettiHeadz,어린이용장신구,,수입,어린이용장신구>용도에따른구분>기타,명령에따른리콜,주식회사프라비다,국외>아시아지역>중국,MORPHMALLOWLLC,국외>미주지역>미국,교환수거,유해물질,4차,2019-12-11
CB051R027-8003A,키노이층침대,어린이용이단침대,,수입,아동용이단침대>아동용이단침대,명령에따른리콜,보드레침대,국외>아시아지역>중국,湛江居家具有限公司,국외>아시아지역>중국,교환수거,낙상,4차,2019-12-11
CB017R622-7001,겨울줄리니트조끼3PCS상하복,외의류(유아용섬유제품),에뜨와,수입,유아용섬유제품>외의류>조끼,명령에따른리콜,보광무역/아가방앤컴퍼니,국외>아시아지역>중국,보광무역,국내>아시아지역>대한민국,교환수거,질식,4차,2019-12-11
,안톤삑삑이운동화,신발(어린이용가죽제품),ETTOI,제조,어린이>어린이용바퀴달린운동화,명령에따른리콜,베이비엔젤,국내>아시아지역>대한민국,베이비엔젤,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,RGAM20B2C,외의류(아동용섬유제품),로엠걸즈,수입,아동용섬유제품>외의류>모자,명령에따른리콜,(주)이랜드리테일,국외>아시아지역>중국,(주)이랜드리테일,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,N184KDW040,외의류(아동용섬유제품),네셔널지오그래픽키즈,수입,아동용섬유제품>외의류>다운의류,명령에따른리콜,㈜더네이쳐홀딩스,국외>아시아지역>베트남,㈜더네이쳐홀딩스,국내>아시아지역>대한민국,교환수거,질식,4차,2019-12-11
CB111R396-8002,원형당근실리콘필통,학용품,,수입,학용품>필통>필통,명령에따른리콜,YESDESIGN,국외>아시아지역>중국,YESDESIGN,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,씽씽줄넘기(CR),줄넘기(기타어린이제품),,수입,기타어린이제품>,명령에따른리콜,(주)아이소바,국외>아시아지역>중국,(주)아이소바,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
비대상,공주핑크비즈참팔찌,어린이용장신구,,제조,어린이용장신구>재질에따른구분>플라스틱제,명령에따른리콜,(주)세비아,국내>아시아지역>대한민국,(주)세비아,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
,티아라샤샤2종세트,어린이용장신구,,제조,어린이용장신구>재질에따른구분>플라스틱제,명령에따른리콜,쁘띠코코,국내>아시아지역>대한민국,쁘띠코코,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CB063R3279-9001,구체관절인형(프린세스돌60cm),모형완구(완구),,수입,완구>모형완구>사람모형,명령에따른리콜,와니월드,국외>아시아지역>중국,와니월드,국내>아시아지역>대한민국,교환수거,열상,4차,2019-12-11
CB061R1945-6001,DIAMONDPAINTLeMinou,미술공예완구(완구),보석십자수,수입,완구>미술공예완구>기타,명령에따른리콜,제제뉴,국외>아시아지역>중국,제제뉴,국내>아시아지역>대한민국,교환수거,유해물질,4차,2019-12-11
CB063R2836-8001,개구리알,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,오렌지몰s,국외>아시아지역>중국,오렌지몰s,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-11
CB061R3668-8001,큰숲고흡수성수지비즈120g빨강1cm가짜개구리알,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,큰숲,국외>아시아지역>일본,큰숲,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-11
B361R2463-1006B,부풀이,개구리알(완구),애니토이,수입,완구>기타완구>기타,명령에따른리콜,제이제이몰,국외>아시아지역>중국,애니토이,국외>아시아지역>중국,교환수거,기타,4차,2019-12-11
,타미워터비즈수정토,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,제이콘텐츠,국외>아시아지역>중국,플러스비,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-11
CB063R685-6002,젤리소일2000쥬쥬환타지,개구리알(완구),,수입,완구>기타완구>기타,명령에따른리콜,쥬쥬환타지,국외>아시아지역>중국,쥬쥬환타지,국내>아시아지역>대한민국,교환수거,기타,4차,2019-12-11
