evidence_id,evidence_type,product_name,model_name,manufacturer,kc_certification_number,recall_reason,corrective_action,publication_date,source,brand_name,business_type,legal_category,manufacturer_country,raw_source_row
KATS-RECALL-0011,recall,유아용의자,B2mamaroorundahighchair,(주)힐링비트,CB082R008-9001,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),마마루,수입,어린이>유아용의자,,11
KATS-RECALL-0012,recall,유아용의자,리엔더하이체어,(주)인태니아이,CB081T016-7001CB381T016-2001,낙상 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),리엔더,수입,어린이>유아용의자,국외>유럽지역>덴마크,12
KATS-RECALL-0013,recall,아동용섬유제품,마린키즈파자마_라이언,글로벌세인트㈜,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),카카오프렌즈샵,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,13
KATS-RECALL-0014,recall,아동용섬유제품,서클로고베기스쇼츠(ODK20BHP01),(주)라포르인터내셔널,,질식 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),OUTDOOR,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,14
KATS-RECALL-0015,recall,어린이용안경테,IE-534,성광사,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>어린이용안경테(선글라스포함),국내>아시아지역>대한민국,15
KATS-RECALL-0016,recall,어린이용안경테,,홀릭아이웨어,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>어린이용안경테(선글라스포함),,16
KATS-RECALL-0017,recall,어린이용안경테,MAYRASPBERRY,언커먼키즈,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>어린이용안경테(선글라스포함),국내>아시아지역>대한민국,17
KATS-RECALL-0018,recall,어린이용안경테,el-JR7612,강남옵틱,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),ELFIN,제조,어린이>어린이용안경테(선글라스포함),국내>아시아지역>대한민국,18
KATS-RECALL-0019,recall,어린이용안경테,ELTRAEyewearBB/SK-P-3626C10,(주)성광옵틱,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>어린이용안경테(선글라스포함),국외>아시아지역>중국,19
KATS-RECALL-0020,recall,어린이용안경테,Aubreylightpink,도트엔도트,,유해물질 | 명령에따른리콜,교환수거수리환불,2020-09-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),키즈스퀘어,제조,어린이>어린이용안경테(선글라스포함),,20
KATS-RECALL-0021,recall,가스라이터,대왕라이터,(주)미래스피드해운항공,A051R065-1001A(온라인표기),화재및화상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>가스라이터>가스라이터,국내>아시아지역>대한민국,21
KATS-RECALL-0022,recall,가스라이터,SPK-D,일화산업,A051R080-6001,화재및화상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>가스라이터>가스라이터,,22
KATS-RECALL-0023,recall,가정용압력냄비및압력솥,PerfectRDS3.0L,선우실업(주),L032T038-17001,화재및화상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,기계금속>가정용압력냄비및압력솥>압력솥,국외>유럽지역>독일,23
KATS-RECALL-0024,recall,가구,가이온마린5단800서랍장,가이온퍼니처,,열상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),가이온,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,24
KATS-RECALL-0025,recall,가구,제이플5단서랍장,동서가구,,제조불량 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,25
KATS-RECALL-0026,recall,가구,웨이브W하이글로시그레이5단서랍장,(주)웨스트프롬,,열상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),웨스트프롬,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,26
KATS-RECALL-0027,recall,가구,리마하이그로시4단900광폭대형서랍장,플랜데코,,열상 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),노하우,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,27
KATS-RECALL-0028,recall,가구,레시피5단서랍장,리센,,제조불량 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),리센,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,28
KATS-RECALL-0029,recall,비비탄총,M82,대진무역,A101R030-4002,기타 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>비비탄총>성인용비비탄총,국내>아시아지역>대한민국,29
KATS-RECALL-0030,recall,가구,하버8005단서랍장,히트가구,,제조불량 | 명령에따른리콜,교환수거수리환불,2020-09-23,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),히트가구,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정)>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛에한정),국내>아시아지역>대한민국,30
